order_id,order_date,day_of_week,product_category,occasion_tag,quantity_sold,revenue,order_channel,delivery_flag
ORD-01382,2023-06-05,Monday,hydrangeas,birthday,6,131.96,online,True
ORD-01383,2023-06-05,Monday,lilies,walk-in,2,31.56,in-store,False
ORD-01384,2023-06-05,Monday,lilies,sympathy,2,42.19,online,False
ORD-01385,2023-06-05,Monday,ferns,corporate,10,143.49,online,True
ORD-01386,2023-06-05,Monday,gardenias,walk-in,4,64.45,in-store,False
ORD-01387,2023-06-06,Tuesday,orchids,birthday,6,247.18,in-store,False
ORD-01388,2023-06-06,Tuesday,tulips,walk-in,3,36.2,in-store,True
ORD-01389,2023-06-07,Wednesday,orchids,birthday,5,192.61,online,False
ORD-01390,2023-06-07,Wednesday,orchids,sympathy,2,96.46,online,True
ORD-01391,2023-06-07,Wednesday,orchids,birthday,3,96.7,in-store,False
ORD-01392,2023-06-07,Wednesday,orchids,birthday,5,187.19,in-store,False
ORD-01393,2023-06-07,Wednesday,hydrangeas,graduation,3,82.71,online,False
ORD-01394,2023-06-07,Wednesday,hydrangeas,wedding,5,137.69,online,True
ORD-01395,2023-06-08,Thursday,roses,birthday,5,50.38,in-store,False
ORD-01396,2023-06-08,Thursday,gardenias,sympathy,6,128.53,in-store,False
ORD-01397,2023-06-08,Thursday,ferns,walk-in,5,49.93,in-store,True
ORD-01398,2023-06-09,Friday,roses,wedding,12,174.83,in-store,False
ORD-01399,2023-06-09,Friday,tulips,anniversary,6,87.08,in-store,False
ORD-01400,2023-06-09,Friday,hydrangeas,birthday,2,64.0,in-store,False
ORD-01401,2023-06-10,Saturday,orchids,hospital,2,99.67,in-store,False
ORD-01402,2023-06-10,Saturday,orchids,corporate,6,289.6,in-store,False
ORD-01403,2023-06-10,Saturday,hydrangeas,wedding,8,209.0,online,True
ORD-01404,2023-06-10,Saturday,tulips,walk-in,3,34.14,in-store,False
ORD-01405,2023-06-10,Saturday,hydrangeas,walk-in,4,95.65,online,False
ORD-01406,2023-06-10,Saturday,orchids,walk-in,1,51.87,in-store,False
ORD-01407,2023-06-10,Saturday,tulips,wedding,10,131.23,in-store,True
ORD-01408,2023-06-10,Saturday,tulips,sympathy,2,23.57,in-store,False
ORD-01409,2023-06-11,Sunday,roses,wedding,10,156.22,in-store,False
ORD-01410,2023-06-11,Sunday,roses,walk-in,6,96.34,in-store,True
ORD-01411,2023-06-11,Sunday,gardenias,graduation,4,69.26,online,False
ORD-01412,2023-06-11,Sunday,roses,walk-in,1,13.44,in-store,False
ORD-01413,2023-06-11,Sunday,sunflowers,wedding,3,32.69,in-store,False
ORD-01414,2023-06-11,Sunday,gardenias,wedding,12,201.24,in-store,False
ORD-01415,2023-06-11,Sunday,roses,sympathy,2,27.27,online,True
ORD-01416,2023-06-11,Sunday,tulips,walk-in,1,13.63,in-store,False
ORD-01417,2023-06-12,Monday,lilies,graduation,4,86.43,online,False
ORD-01418,2023-06-12,Monday,roses,walk-in,2,19.9,in-store,False
ORD-01419,2023-06-12,Monday,lilies,birthday,3,46.63,in-store,False
ORD-01420,2023-06-12,Monday,orchids,sympathy,3,136.79,online,False
ORD-01421,2023-06-13,Tuesday,peonies,wedding,10,221.88,in-store,False
ORD-01422,2023-06-13,Tuesday,ferns,walk-in,4,47.22,in-store,True
ORD-01423,2023-06-13,Tuesday,sunflowers,graduation,4,43.89,online,True
ORD-01424,2023-06-13,Tuesday,hydrangeas,graduation,4,97.97,in-store,True
ORD-01425,2023-06-13,Tuesday,tulips,birthday,5,59.79,online,True
ORD-01426,2023-06-13,Tuesday,peonies,wedding,3,56.38,online,True
ORD-01427,2023-06-13,Tuesday,lilies,birthday,3,49.69,online,False
ORD-01428,2023-06-13,Tuesday,peonies,graduation,4,99.03,online,True
ORD-01429,2023-06-13,Tuesday,orchids,sympathy,4,114.82,in-store,False
ORD-01430,2023-06-13,Tuesday,gardenias,anniversary,6,107.8,online,True
ORD-01431,2023-06-14,Wednesday,tulips,walk-in,4,65.03,in-store,False
ORD-01432,2023-06-14,Wednesday,sunflowers,graduation,2,25.66,in-store,False
ORD-01433,2023-06-14,Wednesday,orchids,birthday,5,236.04,in-store,False
ORD-01434,2023-06-14,Wednesday,hydrangeas,birthday,2,52.62,in-store,False
ORD-01435,2023-06-14,Wednesday,gardenias,sympathy,2,31.48,in-store,False
ORD-01436,2023-06-14,Wednesday,roses,birthday,2,27.89,online,True
ORD-01437,2023-06-15,Thursday,roses,hospital,4,38.02,in-store,False
ORD-01438,2023-06-15,Thursday,hydrangeas,wedding,3,79.82,in-store,False
ORD-01439,2023-06-15,Thursday,orchids,walk-in,5,193.44,in-store,False
ORD-01440,2023-06-15,Thursday,peonies,walk-in,3,58.98,in-store,False
ORD-01441,2023-06-15,Thursday,hydrangeas,sympathy,5,113.09,online,True
ORD-01442,2023-06-16,Friday,orchids,birthday,3,152.03,in-store,True
ORD-01443,2023-06-16,Friday,orchids,graduation,1,44.78,in-store,False
ORD-01444,2023-06-16,Friday,hydrangeas,corporate,8,205.98,online,True
ORD-01445,2023-06-17,Saturday,ferns,birthday,1,9.28,in-store,False
ORD-01446,2023-06-17,Saturday,hydrangeas,corporate,8,250.95,online,True
ORD-01447,2023-06-17,Saturday,hydrangeas,sympathy,3,79.05,in-store,False
ORD-01448,2023-06-17,Saturday,sunflowers,walk-in,3,40.09,in-store,False
ORD-01449,2023-06-17,Saturday,ferns,anniversary,3,31.42,online,True
ORD-01450,2023-06-17,Saturday,peonies,hospital,3,75.71,in-store,False
ORD-01451,2023-06-17,Saturday,hydrangeas,wedding,10,222.59,online,True
ORD-01452,2023-06-17,Saturday,tulips,walk-in,6,95.22,in-store,False
ORD-01453,2023-06-17,Saturday,sunflowers,graduation,2,23.41,online,True
ORD-01454,2023-06-18,Sunday,roses,walk-in,3,46.58,in-store,False
ORD-01455,2023-06-18,Sunday,orchids,graduation,3,115.45,online,True
ORD-01456,2023-06-18,Sunday,orchids,graduation,4,186.05,in-store,False
ORD-01457,2023-06-18,Sunday,peonies,birthday,3,72.02,in-store,False
ORD-01458,2023-06-18,Sunday,roses,walk-in,5,84.27,in-store,False
ORD-01459,2023-06-19,Monday,roses,corporate,10,121.29,online,True
ORD-01460,2023-06-19,Monday,sunflowers,graduation,2,24.41,online,True
ORD-01461,2023-06-19,Monday,hydrangeas,wedding,8,188.56,online,False
ORD-01462,2023-06-19,Monday,sunflowers,wedding,6,79.84,in-store,True
ORD-01463,2023-06-19,Monday,roses,birthday,2,27.21,in-store,False
ORD-01464,2023-06-19,Monday,peonies,Valentine's Day,24,549.35,in-store,False
ORD-01465,2023-06-19,Monday,roses,wedding,15,238.28,in-store,True
ORD-01466,2023-06-19,Monday,roses,wedding,6,95.24,in-store,False
ORD-01467,2023-06-19,Monday,peonies,wedding,5,133.94,online,True
ORD-01468,2023-06-20,Tuesday,gardenias,walk-in,6,109.96,in-store,True
ORD-01469,2023-06-20,Tuesday,gardenias,wedding,8,138.01,in-store,False
ORD-01470,2023-06-20,Tuesday,gardenias,wedding,8,168.92,in-store,False
ORD-01471,2023-06-20,Tuesday,gardenias,birthday,4,76.27,online,True
ORD-01472,2023-06-20,Tuesday,tulips,walk-in,6,91.72,in-store,False
ORD-01473,2023-06-20,Tuesday,hydrangeas,anniversary,2,67.07,online,True
ORD-01474,2023-06-21,Wednesday,roses,walk-in,4,42.1,in-store,False
ORD-01475,2023-06-21,Wednesday,lilies,birthday,4,81.97,in-store,False
ORD-01476,2023-06-21,Wednesday,hydrangeas,walk-in,3,87.97,in-store,False
ORD-01477,2023-06-21,Wednesday,roses,walk-in,5,69.56,online,True
ORD-01478,2023-06-22,Thursday,roses,hospital,3,32.97,online,True
ORD-01479,2023-06-22,Thursday,hydrangeas,wedding,12,317.0,online,True
ORD-01480,2023-06-22,Thursday,gardenias,corporate,12,183.33,online,True
ORD-01481,2023-06-22,Thursday,peonies,birthday,3,77.59,online,True
ORD-01482,2023-06-22,Thursday,peonies,wedding,8,177.18,online,True
ORD-01483,2023-06-22,Thursday,hydrangeas,graduation,3,76.07,online,False
ORD-01484,2023-06-22,Thursday,orchids,walk-in,6,274.92,in-store,False
ORD-01485,2023-06-22,Thursday,roses,birthday,2,28.32,in-store,False
ORD-01486,2023-06-22,Thursday,roses,graduation,2,31.33,in-store,True
ORD-01487,2023-06-22,Thursday,sunflowers,graduation,3,36.07,in-store,False
ORD-01488,2023-06-23,Friday,peonies,wedding,6,122.0,in-store,True
ORD-01489,2023-06-23,Friday,peonies,wedding,5,97.86,in-store,False
ORD-01490,2023-06-23,Friday,gardenias,walk-in,4,63.71,in-store,True
ORD-01491,2023-06-23,Friday,hydrangeas,hospital,3,73.61,in-store,False
ORD-01492,2023-06-23,Friday,orchids,walk-in,3,98.71,online,True
ORD-01493,2023-06-23,Friday,tulips,sympathy,3,36.51,in-store,False
ORD-01494,2023-06-24,Saturday,lilies,birthday,2,38.96,in-store,False
ORD-01495,2023-06-24,Saturday,lilies,birthday,4,79.26,online,True
ORD-01496,2023-06-24,Saturday,gardenias,walk-in,3,44.56,in-store,False
ORD-01497,2023-06-24,Saturday,lilies,anniversary,2,42.08,in-store,False
ORD-01498,2023-06-25,Sunday,tulips,walk-in,4,52.05,in-store,False
ORD-01499,2023-06-25,Sunday,hydrangeas,wedding,8,220.03,in-store,False
ORD-01500,2023-06-25,Sunday,ferns,wedding,5,45.44,online,True
ORD-01501,2023-06-25,Sunday,sunflowers,walk-in,2,27.64,in-store,False
ORD-01502,2023-06-25,Sunday,gardenias,walk-in,3,60.53,in-store,False
ORD-01503,2023-06-25,Sunday,lilies,sympathy,6,129.04,online,True
ORD-01504,2023-06-25,Sunday,roses,hospital,3,34.46,online,True
ORD-01505,2023-06-25,Sunday,peonies,walk-in,6,170.82,online,True
ORD-01506,2023-06-25,Sunday,ferns,corporate,3,30.44,online,False
ORD-01507,2023-06-26,Monday,roses,birthday,4,51.13,in-store,False
ORD-01508,2023-06-26,Monday,tulips,walk-in,4,54.82,online,True
ORD-01509,2023-06-26,Monday,lilies,wedding,10,189.09,online,True
ORD-01510,2023-06-27,Tuesday,lilies,corporate,5,90.07,online,True
ORD-01511,2023-06-27,Tuesday,sunflowers,walk-in,4,56.42,in-store,False
ORD-01512,2023-06-27,Tuesday,gardenias,birthday,5,96.24,in-store,False
ORD-01513,2023-06-27,Tuesday,roses,Valentine's Day,18,182.71,online,True
ORD-01514,2023-06-27,Tuesday,sunflowers,graduation,3,39.17,in-store,False
ORD-01515,2023-06-27,Tuesday,lilies,walk-in,3,56.95,in-store,False
ORD-01516,2023-06-27,Tuesday,gardenias,corporate,12,282.82,in-store,False
ORD-01517,2023-06-27,Tuesday,hydrangeas,wedding,8,247.99,online,True
ORD-01518,2023-06-28,Wednesday,roses,birthday,3,39.71,online,True
ORD-01519,2023-06-28,Wednesday,tulips,corporate,15,200.59,in-store,True
ORD-01520,2023-06-28,Wednesday,hydrangeas,sympathy,1,23.06,in-store,False
ORD-01521,2023-06-28,Wednesday,hydrangeas,graduation,1,24.64,in-store,False
ORD-01522,2023-06-29,Thursday,lilies,walk-in,6,145.39,online,False
ORD-01523,2023-06-29,Thursday,peonies,hospital,3,84.27,online,True
ORD-01524,2023-06-29,Thursday,ferns,walk-in,2,28.25,in-store,False
ORD-01525,2023-06-29,Thursday,roses,wedding,10,95.35,online,False
ORD-01526,2023-06-29,Thursday,lilies,walk-in,1,24.28,in-store,False
ORD-01527,2023-06-29,Thursday,tulips,graduation,6,98.58,in-store,False
ORD-01528,2023-06-29,Thursday,roses,hospital,5,68.03,in-store,False
ORD-01529,2023-06-29,Thursday,roses,birthday,3,34.75,online,True
ORD-01530,2023-06-30,Friday,tulips,walk-in,3,48.04,in-store,False
ORD-01531,2023-06-30,Friday,roses,walk-in,4,45.25,online,True
ORD-01532,2023-06-30,Friday,peonies,wedding,8,157.23,online,False
ORD-01533,2023-06-30,Friday,ferns,hospital,2,24.63,in-store,False
ORD-01534,2023-06-30,Friday,roses,walk-in,3,31.96,online,True
ORD-01535,2023-07-01,Saturday,orchids,walk-in,2,80.85,in-store,False
ORD-01536,2023-07-01,Saturday,lilies,birthday,5,86.9,in-store,False
ORD-01537,2023-07-01,Saturday,orchids,walk-in,3,146.88,in-store,False
ORD-01538,2023-07-01,Saturday,gardenias,sympathy,5,77.68,in-store,False
ORD-01539,2023-07-01,Saturday,roses,walk-in,4,41.28,in-store,False
ORD-01540,2023-07-01,Saturday,lilies,birthday,1,22.17,online,True
ORD-01541,2023-07-01,Saturday,tulips,birthday,4,54.56,in-store,False
ORD-01542,2023-07-01,Saturday,roses,walk-in,5,64.67,in-store,False
ORD-01543,2023-07-02,Sunday,hydrangeas,anniversary,3,78.86,in-store,False
ORD-01544,2023-07-02,Sunday,sunflowers,anniversary,6,77.0,online,False
ORD-01545,2023-07-02,Sunday,roses,birthday,3,50.19,online,False
ORD-01546,2023-07-02,Sunday,ferns,walk-in,5,43.06,online,False
ORD-01547,2023-07-02,Sunday,sunflowers,walk-in,5,59.48,in-store,True
ORD-01548,2023-07-02,Sunday,hydrangeas,anniversary,1,22.91,in-store,False
ORD-01549,2023-07-03,Monday,ferns,corporate,8,87.9,online,True
ORD-01550,2023-07-03,Monday,sunflowers,corporate,10,156.08,in-store,True
ORD-01551,2023-07-03,Monday,sunflowers,walk-in,2,31.61,in-store,False
ORD-01552,2023-07-03,Monday,tulips,birthday,1,15.65,online,True
ORD-01553,2023-07-03,Monday,gardenias,sympathy,3,53.4,online,True
ORD-01554,2023-07-03,Monday,gardenias,wedding,5,73.02,online,True
ORD-01555,2023-07-04,Tuesday,roses,corporate,6,78.67,online,False
ORD-01556,2023-07-04,Tuesday,roses,birthday,4,59.62,in-store,False
ORD-01557,2023-07-04,Tuesday,gardenias,walk-in,5,67.95,in-store,False
ORD-01558,2023-07-04,Tuesday,peonies,birthday,6,139.29,in-store,False
ORD-01559,2023-07-04,Tuesday,lilies,corporate,12,229.22,online,True
ORD-01560,2023-07-05,Wednesday,roses,sympathy,5,79.9,in-store,False
ORD-01561,2023-07-05,Wednesday,tulips,walk-in,6,87.6,in-store,False
ORD-01562,2023-07-05,Wednesday,roses,birthday,2,21.42,in-store,False
ORD-01563,2023-07-05,Wednesday,roses,corporate,8,100.26,online,True
ORD-01564,2023-07-05,Wednesday,roses,birthday,3,42.25,in-store,True
ORD-01565,2023-07-06,Thursday,hydrangeas,hospital,1,23.99,online,True
ORD-01566,2023-07-06,Thursday,ferns,walk-in,4,41.37,in-store,False
ORD-01567,2023-07-06,Thursday,roses,sympathy,1,11.38,online,True
ORD-01568,2023-07-06,Thursday,tulips,anniversary,6,81.22,online,True
ORD-01569,2023-07-06,Thursday,ferns,walk-in,2,27.07,in-store,False
ORD-01570,2023-07-06,Thursday,roses,walk-in,2,23.71,online,True
ORD-01571,2023-07-06,Thursday,tulips,hospital,3,49.05,online,True
ORD-01572,2023-07-06,Thursday,orchids,walk-in,4,199.63,in-store,False
ORD-01573,2023-07-06,Thursday,tulips,walk-in,2,27.74,online,True
ORD-01574,2023-07-06,Thursday,roses,walk-in,3,29.82,in-store,False
ORD-01575,2023-07-06,Thursday,hydrangeas,sympathy,3,84.35,in-store,False
ORD-01576,2023-07-06,Thursday,peonies,birthday,3,71.87,online,True
ORD-01577,2023-07-07,Friday,roses,walk-in,5,81.13,in-store,False
ORD-01578,2023-07-07,Friday,ferns,walk-in,3,29.01,in-store,True
ORD-01579,2023-07-07,Friday,orchids,corporate,8,339.69,online,False
ORD-01580,2023-07-07,Friday,roses,sympathy,2,28.77,online,False
ORD-01581,2023-07-07,Friday,hydrangeas,walk-in,6,155.57,in-store,False
ORD-01582,2023-07-07,Friday,tulips,hospital,3,48.72,online,True
ORD-01583,2023-07-07,Friday,roses,birthday,5,82.93,in-store,False
ORD-01584,2023-07-07,Friday,gardenias,birthday,3,56.6,in-store,False
ORD-01585,2023-07-07,Friday,hydrangeas,walk-in,3,75.47,in-store,False
ORD-01586,2023-07-08,Saturday,orchids,birthday,6,235.51,online,True
ORD-01587,2023-07-08,Saturday,tulips,corporate,10,178.5,online,True
ORD-01588,2023-07-08,Saturday,roses,sympathy,1,12.81,online,True
ORD-01589,2023-07-08,Saturday,peonies,sympathy,5,95.48,online,True
ORD-01590,2023-07-08,Saturday,lilies,wedding,8,158.29,online,True
ORD-01591,2023-07-09,Sunday,lilies,walk-in,6,146.91,in-store,True
ORD-01592,2023-07-09,Sunday,roses,sympathy,6,65.26,online,True
ORD-01593,2023-07-09,Sunday,orchids,walk-in,5,267.63,in-store,False
ORD-01594,2023-07-09,Sunday,orchids,walk-in,2,93.74,in-store,True
ORD-01595,2023-07-09,Sunday,sunflowers,birthday,2,26.38,online,True
ORD-01596,2023-07-10,Monday,hydrangeas,corporate,10,243.13,online,True
ORD-01597,2023-07-10,Monday,sunflowers,anniversary,2,21.64,in-store,False
ORD-01598,2023-07-10,Monday,hydrangeas,hospital,1,26.0,online,True
ORD-01599,2023-07-10,Monday,hydrangeas,walk-in,2,55.94,in-store,False
ORD-01600,2023-07-10,Monday,gardenias,sympathy,2,30.8,in-store,False
ORD-01601,2023-07-10,Monday,ferns,walk-in,2,24.76,in-store,False
ORD-01602,2023-07-10,Monday,orchids,hospital,2,70.04,online,True
ORD-01603,2023-07-11,Tuesday,hydrangeas,walk-in,4,102.71,in-store,False
ORD-01604,2023-07-11,Tuesday,lilies,birthday,2,34.92,online,True
ORD-01605,2023-07-11,Tuesday,gardenias,birthday,3,46.28,in-store,False
ORD-01606,2023-07-11,Tuesday,ferns,walk-in,3,28.83,in-store,False
ORD-01607,2023-07-11,Tuesday,orchids,hospital,3,127.27,online,False
ORD-01608,2023-07-11,Tuesday,sunflowers,anniversary,3,32.08,online,True
ORD-01609,2023-07-12,Wednesday,tulips,walk-in,1,15.43,in-store,False
ORD-01610,2023-07-12,Wednesday,sunflowers,graduation,4,43.72,online,True
ORD-01611,2023-07-12,Wednesday,orchids,corporate,10,355.23,in-store,False
ORD-01612,2023-07-12,Wednesday,roses,walk-in,5,56.08,in-store,True
ORD-01613,2023-07-12,Wednesday,lilies,walk-in,4,79.42,in-store,False
ORD-01614,2023-07-12,Wednesday,orchids,corporate,5,148.77,online,True
ORD-01615,2023-07-13,Thursday,lilies,birthday,4,84.45,online,True
ORD-01616,2023-07-14,Friday,gardenias,walk-in,4,63.55,in-store,False
ORD-01617,2023-07-14,Friday,roses,birthday,3,42.82,in-store,False
ORD-01618,2023-07-14,Friday,hydrangeas,walk-in,4,99.16,online,False
ORD-01619,2023-07-15,Saturday,hydrangeas,birthday,6,149.46,in-store,False
ORD-01620,2023-07-15,Saturday,ferns,walk-in,3,37.7,in-store,False
ORD-01621,2023-07-15,Saturday,hydrangeas,hospital,3,76.06,in-store,False
ORD-01622,2023-07-15,Saturday,hydrangeas,sympathy,2,49.63,online,False
ORD-01623,2023-07-15,Saturday,lilies,sympathy,6,147.49,online,True
ORD-01624,2023-07-15,Saturday,ferns,walk-in,3,40.32,in-store,False
ORD-01625,2023-07-15,Saturday,sunflowers,birthday,3,36.85,in-store,False
ORD-01626,2023-07-15,Saturday,ferns,birthday,3,44.81,online,True
ORD-01627,2023-07-16,Sunday,orchids,corporate,12,419.9,online,True
ORD-01628,2023-07-16,Sunday,lilies,walk-in,2,35.46,online,True
ORD-01629,2023-07-17,Monday,tulips,walk-in,3,48.69,online,True
ORD-01630,2023-07-17,Monday,lilies,corporate,15,285.37,in-store,False
ORD-01631,2023-07-17,Monday,lilies,walk-in,2,41.13,in-store,True
ORD-01632,2023-07-18,Tuesday,tulips,hospital,5,67.36,in-store,False
ORD-01633,2023-07-18,Tuesday,roses,walk-in,2,28.29,in-store,False
ORD-01634,2023-07-18,Tuesday,roses,walk-in,5,55.03,in-store,False
ORD-01635,2023-07-18,Tuesday,ferns,anniversary,3,39.88,in-store,False
ORD-01636,2023-07-18,Tuesday,orchids,walk-in,4,147.4,in-store,True
ORD-01637,2023-07-18,Tuesday,tulips,birthday,3,37.08,online,True
ORD-01638,2023-07-18,Tuesday,tulips,walk-in,1,15.93,in-store,False
ORD-01639,2023-07-18,Tuesday,hydrangeas,sympathy,4,121.09,online,True
ORD-01640,2023-07-18,Tuesday,gardenias,hospital,1,21.85,online,True
ORD-01641,2023-07-19,Wednesday,tulips,hospital,2,31.66,online,True
ORD-01642,2023-07-19,Wednesday,orchids,walk-in,3,126.34,in-store,False
ORD-01643,2023-07-19,Wednesday,lilies,walk-in,1,20.45,in-store,False
ORD-01644,2023-07-19,Wednesday,hydrangeas,walk-in,4,100.23,in-store,False
ORD-01645,2023-07-19,Wednesday,roses,sympathy,5,70.72,online,True
ORD-01646,2023-07-19,Wednesday,roses,walk-in,4,63.65,in-store,False
ORD-01647,2023-07-19,Wednesday,hydrangeas,walk-in,2,46.28,in-store,False
ORD-01648,2023-07-20,Thursday,peonies,wedding,8,167.32,online,False
ORD-01649,2023-07-20,Thursday,peonies,birthday,4,99.17,in-store,False
ORD-01650,2023-07-20,Thursday,tulips,walk-in,5,58.72,online,True
ORD-01651,2023-07-20,Thursday,sunflowers,walk-in,2,26.4,in-store,False
ORD-01652,2023-07-21,Friday,ferns,walk-in,5,50.03,in-store,False
ORD-01653,2023-07-21,Friday,gardenias,walk-in,3,60.76,online,False
ORD-01654,2023-07-21,Friday,gardenias,birthday,3,60.51,online,True
ORD-01655,2023-07-21,Friday,ferns,birthday,2,24.17,in-store,False
ORD-01656,2023-07-21,Friday,lilies,sympathy,2,45.38,in-store,False
ORD-01657,2023-07-21,Friday,orchids,anniversary,3,107.03,in-store,False
ORD-01658,2023-07-21,Friday,lilies,graduation,5,93.86,in-store,True
ORD-01659,2023-07-22,Saturday,hydrangeas,birthday,4,118.52,in-store,False
ORD-01660,2023-07-22,Saturday,ferns,walk-in,1,15.27,in-store,False
ORD-01661,2023-07-22,Saturday,hydrangeas,sympathy,2,47.82,in-store,False
ORD-01662,2023-07-22,Saturday,peonies,walk-in,6,160.53,in-store,False
ORD-01663,2023-07-23,Sunday,roses,corporate,8,114.19,in-store,False
ORD-01664,2023-07-23,Sunday,lilies,corporate,8,188.3,online,True
ORD-01665,2023-07-24,Monday,ferns,walk-in,2,15.77,in-store,False
ORD-01666,2023-07-24,Monday,hydrangeas,walk-in,2,55.22,online,True
ORD-01667,2023-07-24,Monday,hydrangeas,sympathy,5,137.1,in-store,False
ORD-01668,2023-07-24,Monday,tulips,sympathy,1,17.04,in-store,True
ORD-01669,2023-07-24,Monday,roses,walk-in,1,13.77,in-store,False
ORD-01670,2023-07-24,Monday,tulips,birthday,4,68.64,in-store,False
ORD-01671,2023-07-24,Monday,hydrangeas,corporate,5,130.61,in-store,False
ORD-01672,2023-07-25,Tuesday,peonies,wedding,12,277.12,in-store,False
ORD-01673,2023-07-25,Tuesday,peonies,birthday,1,22.27,online,True
ORD-01674,2023-07-25,Tuesday,peonies,walk-in,2,45.08,online,True
ORD-01675,2023-07-25,Tuesday,ferns,birthday,1,14.08,in-store,False
ORD-01676,2023-07-25,Tuesday,roses,Mother's Day,18,184.23,online,True
ORD-01677,2023-07-25,Tuesday,lilies,sympathy,5,107.07,in-store,False
ORD-01678,2023-07-25,Tuesday,tulips,graduation,3,35.27,online,True
ORD-01679,2023-07-25,Tuesday,sunflowers,anniversary,2,31.99,online,True
ORD-01680,2023-07-26,Wednesday,gardenias,graduation,2,46.42,online,True
ORD-01681,2023-07-26,Wednesday,ferns,walk-in,1,9.87,in-store,False
ORD-01682,2023-07-26,Wednesday,peonies,corporate,5,102.63,in-store,False
ORD-01683,2023-07-26,Wednesday,ferns,hospital,2,27.79,in-store,True
ORD-01684,2023-07-26,Wednesday,roses,anniversary,6,75.45,in-store,False
ORD-01685,2023-07-26,Wednesday,roses,wedding,8,118.09,online,True
ORD-01686,2023-07-26,Wednesday,roses,walk-in,4,52.97,in-store,True
ORD-01687,2023-07-26,Wednesday,peonies,hospital,1,30.07,in-store,False
ORD-01688,2023-07-27,Thursday,roses,Valentine's Day,24,254.6,online,False
ORD-01689,2023-07-27,Thursday,ferns,corporate,12,105.72,in-store,False
ORD-01690,2023-07-27,Thursday,roses,sympathy,5,74.66,online,True
ORD-01691,2023-07-27,Thursday,gardenias,corporate,6,113.42,online,True
ORD-01692,2023-07-27,Thursday,gardenias,birthday,6,80.94,online,True
ORD-01693,2023-07-27,Thursday,lilies,birthday,4,71.1,online,True
ORD-01694,2023-07-27,Thursday,tulips,anniversary,3,51.41,online,True
ORD-01695,2023-07-28,Friday,ferns,hospital,4,37.14,in-store,False
ORD-01696,2023-07-28,Friday,hydrangeas,wedding,8,228.33,in-store,False
ORD-01697,2023-07-28,Friday,hydrangeas,sympathy,6,185.41,online,True
ORD-01698,2023-07-28,Friday,lilies,walk-in,1,21.68,online,False
ORD-01699,2023-07-28,Friday,gardenias,hospital,2,39.82,online,True
ORD-01700,2023-07-28,Friday,roses,birthday,3,45.58,online,True
ORD-01701,2023-07-29,Saturday,lilies,hospital,3,55.88,online,False
ORD-01702,2023-07-29,Saturday,tulips,anniversary,4,70.18,in-store,False
ORD-01703,2023-07-29,Saturday,sunflowers,walk-in,4,47.49,in-store,False
ORD-01704,2023-07-29,Saturday,orchids,walk-in,3,149.31,in-store,False
ORD-01705,2023-07-29,Saturday,roses,walk-in,4,64.27,in-store,False
ORD-01706,2023-07-29,Saturday,roses,sympathy,4,41.09,online,False
ORD-01707,2023-07-29,Saturday,hydrangeas,birthday,4,107.06,online,True
ORD-01708,2023-07-29,Saturday,peonies,graduation,5,106.17,in-store,False
ORD-01709,2023-07-29,Saturday,roses,birthday,3,40.13,in-store,False
ORD-01710,2023-07-30,Sunday,roses,Valentine's Day,12,157.21,in-store,False
ORD-01711,2023-07-30,Sunday,lilies,walk-in,5,97.59,in-store,False
ORD-01712,2023-07-30,Sunday,lilies,anniversary,4,101.3,online,True
ORD-01713,2023-07-30,Sunday,peonies,Valentine's Day,12,281.23,online,True
ORD-01714,2023-07-30,Sunday,ferns,birthday,2,30.77,in-store,False
ORD-01715,2023-07-30,Sunday,ferns,walk-in,5,57.47,in-store,False
ORD-01716,2023-07-30,Sunday,orchids,sympathy,4,173.46,online,True
ORD-01717,2023-07-30,Sunday,lilies,sympathy,4,78.9,online,True
ORD-01718,2023-07-30,Sunday,hydrangeas,sympathy,1,27.35,in-store,False
ORD-01719,2023-07-30,Sunday,orchids,walk-in,4,204.72,in-store,False
ORD-01720,2023-07-30,Sunday,sunflowers,corporate,20,223.64,online,True
ORD-01721,2023-07-30,Sunday,lilies,walk-in,5,109.46,in-store,False
ORD-01722,2023-07-30,Sunday,roses,walk-in,4,55.46,in-store,False
ORD-01723,2023-07-31,Monday,hydrangeas,corporate,12,334.28,in-store,False
ORD-01724,2023-07-31,Monday,roses,walk-in,4,47.93,in-store,False
ORD-01725,2023-07-31,Monday,tulips,sympathy,3,45.05,in-store,False
ORD-01726,2023-07-31,Monday,tulips,walk-in,4,69.08,in-store,False
ORD-01727,2023-07-31,Monday,ferns,walk-in,4,43.61,in-store,True
ORD-01728,2023-08-01,Tuesday,ferns,sympathy,1,9.91,online,True
ORD-01729,2023-08-01,Tuesday,tulips,walk-in,1,17.65,online,False
ORD-01730,2023-08-01,Tuesday,lilies,walk-in,2,34.4,online,False
ORD-01731,2023-08-01,Tuesday,hydrangeas,sympathy,5,156.33,in-store,True
ORD-01732,2023-08-01,Tuesday,roses,anniversary,1,14.44,online,False
ORD-01733,2023-08-01,Tuesday,hydrangeas,walk-in,3,71.66,online,True
ORD-01734,2023-08-02,Wednesday,ferns,sympathy,6,94.85,in-store,False
ORD-01735,2023-08-03,Thursday,roses,birthday,4,46.83,in-store,False
ORD-01736,2023-08-03,Thursday,tulips,walk-in,3,56.92,in-store,False
